Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;WWF RAVENNA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-ravenna/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Viale Alberti, 34 – 48121 Ravenna;44,4011959;12,18583
;WWF BOLOGNA METROPOLITANA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-bologna-metropolitana/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Carlo Jussi 33, 40068 San Lazzaro di Savena;44,4670437;11,4100607
;WWF FERRARA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-ferrara/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Viale Alfonso 1° d’Este, 7   44123 Ferrara;44,830872;11,6326014
;WWF FORLÌ CESENA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-forli-cesena/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Piave 7, Castrocaro terme e Terra del Sole;44,1869764;11,961194
;WWF PARMA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-parma/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;P.le Rondani3B 43125 Parma;44,7907568;10,3109595
;WWF EMILIA CENTRALE;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-emilia-centrale/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Viale Trento Trieste, 11 42124 Reggio Emilia;44,7053499;10,6240342
;WWF RIMINI;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-rimini/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via del Grano, 333 c/o Oasi WWF Ca’ Brigida – 47826 VERUCCHIO   (RN);43,9707559;12,423815
;WWF LITORALE LAZIALE;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-litorale-laziale/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Viale Vega 68 Roma;41,7251851;12,2953346
;WWF SAVONA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-savona/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Piazza Marconi 2 17100 Savona;44,3107185;8,4798068
;WWF GENOVA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-genova-citta-metropolitana/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via XX Settembre 8/1 amm.B – 16121 Genova;44,4050745;8,9423151
;WWF Cremona;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-cremona/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;via San Bartolomeo  14  –  26100  Cremona;45,1510461;9,9839083
;WWF BERGAMO – BRESCIA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-bergamo-brescia-onlus/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Mazzini n.48 – 24128 Bergamo;45,6958044;9,6524542
;WWF MANTOVANO;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-mantovano/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via XI Febbraio 7, 46029 Suzzara (MN);44,9904372;10,7449702
;WWF INSUBRIA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-insubria/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Canova 45 20024 Garbagnate M.se (MI);45,5673986;9,0845653
;WWF LE FOPPE E VIMERCATESE;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-le-foppe-e-vimercatese/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Santa Marta 38, Trezzo sull’Adda (MI);45,6079176;9,5181043
;WWF Lodigiano Pavese;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-lodigiano-pavese/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Toma 44  27020 Parona Lomellina PV;45,2811895;8,7490916
;WWF LECCO;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-lecco/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;località Camporeso 23851 Galbiate, LC;45,8245673;9,3697273
;WWF Natura Picena;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-natura-picena/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via G. Leti 7 Fermo;43,1657875;13,7274085
;WWF Marche Centrali;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-ancona-macerata/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;via Campo dei fiori, 5 62019 Recanati MC;43,4059813;13,5426746
;WWF Torino;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/oa-wwf-torino-piemonte/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Torino, Italia;45,0703393;7,686864
;WWF Salento;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-salento/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Silvio Pellico, 3 Rione Castromediano (Lecce);40,333734;18,1791273
;WWF Taranto;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-taranto/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Torpediniere N°ro 5, taranto;40,4093242;17,2363557
;WWF Foggia;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-foggia/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Studio Orsino, Via Vittime Civili,64 – 71121 Foggia;41,460756;15,5379535
;WWF Brindisi ;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-brindisi/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Municipio, 5 72100 Brindisi;40,6327278;17,9417616
;WWF Sassari;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-sassari/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;via Pettenadu 21, 07100 Sassari;40,7287062;8,5602572
;WWF Oristano;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-oristano/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via martiri del Congo Silì, Oristano;39,9179201;8,6186834
;WWF Sicilia Nord Orientale;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-sicilia-nord-orientale/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Piazza Macherione 1 Giarre (CT);37,7272698;15,1822662
;WWF Sicilia Centrale;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-sicilia-centrale/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Casa del Volontariato, via Xiboli n. 310 – 93100 Caltanissetta;37,496749;14,0771588
;WWF SICILIA AREA MEDITERRANEA;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-sicilia-area-mediterranea/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Viale della Vittoria n.211, 92100 Agrigento;37,306334;13,5923826
;WWF Sicilia Nord Occidentale;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-sicilia-nord-occidentale/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Caltanissetta 2/B – 90141 Palermo;38,1293985;13,352063
;WWF AREZZO;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-arezzo/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Varchi n. 71 Arezzo (AR);43,4659957;11,8742126
;WWF LIVORNO;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-livorno/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via Corsica 27, 57127 Livorno;43,5328574;10,3048236
;WWF Grosseto;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-grosseto/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Orbetello (GR);42,4396474;11,2124083
;WWF PISTOIA E PRATO;LOTTIAMO PER LA NATURA E PER OGNI SINGOLA SPECIE CHE LA ABITA. Da più di 60 anni, WWF lotta per difendere l'ambiente e le specie più a rischio. Scopri tutte le nostre iniziative e aiutaci a sostenerle!;2;;;https://www.wwf.it/chi-siamo/presenza-sul-territorio/organizzazioni-locali/wwf-pistoia-e-prato/;;;;https://eidec2hct28.exactdn.com/uploads/hero_chi_siamo.jpg?strip=all&lossy=1&ssl=1;https://eidec2hct28.exactdn.com/uploads/logo.png?strip=all&lossy=1&resize=186%2C200&ssl=1;In presenza;11;;;Via dei Cancellieri, 30 – Pistoia;43,9338965;10,9127769
